,C313Post_000050,Was like we was being blasted with swamp gas. Eugh.
Jerome Sand,C313Post_000060,"Sir, Cav Scouts are the eyes and ears of the Army, right?"
,C313Post_000070,Nobody said anything about the nose…
Benjamin Dancer,C313Post_000080,"That’s a good point, trooper."
,C313Post_000090,Damn good point.
,,
Begin Scene,,C321Pre
Play Sound,,"rain_loop, loop, 2"
Play Sound,,"scene_omen, loop, 2"
John Taber,C321Pre_000000,Never thought we’d be fighting on their side of the gate.
,C321Pre_000010,"This really fucks with my plan, you know that?"
Lou Rapp,C321Pre_000020,"Sir, I thought this always was the plan."
John Taber,C321Pre_000030,Well nobody told me.
,C321Pre_000040,We’ve lost the skies again. They can bomb us all they want here.
Lou Rapp,C321Pre_000060,We can take care of that.
John Taber,C321Pre_000070,"Soon, sergeant. We need to establish a beachhead first."
,C321Pre_000080,This is a full-on invasion.
,C321Pre_000090,"Goddammit, I never thought I’d see anything like this."
,,
Begin Scene,,C321Post
Play Sound,,"rain_loop, loop, 2"
Play Sound,,"scene_omen, loop, 2"
Cliff Wells,C321Post_000000,Even food tastes like shit here.
Thomas Grail,C321Post_000010,That the only thing bothering you about this place?
,C321Post_000020,You don’t mind Ivan’s stronger than ever here?
,C321Post_000030,"And that there’s also, you know, aliens, or whatever the fuck they are…"
,C321Post_000040,And they’re both trying to kill us?
David Guerrero,C321Post_000050,"No use stating the obvious, is there?"
Cliff Wells,C321Post_000060,Man can’t eat his rations in peace…
Thomas Grail,C321Post_000070,Peace? Peace?
,C321Post_000080,What do you think this is?
David Guerrero,C321Post_000090,"Leave him alone, Grail."
Thomas Grail,C321Post_000100,"Sure, whatever."
,C321Post_000110,Goddammit…
,,
Begin Scene,,C322Post
Play Sound,,"distant_battle, loop, 2"
Thomas Grail,C322Post_000000,"This place is fucked, man."
,C322Post_000010,No wonder they were desperate enough to come over.
Cliff Wells,C322Post_000020,They didn’t have to attack us.
Play Sound,,"scene_devastation, loop, 2"
Nathan Trucks,C322Post_000030,Sure they did.
,C322Post_000040,The strong eat the weak. It’s how it is.
,C322Post_000050,How do you think this country got started?
David Guerrero,C322Post_000060,"Which country, ours or theirs?"
Nathan Trucks,C322Post_000070,You fucks still think you’re the good guys?
,C322Post_000080,That’s civilian thinking. Give me a fucking break.
,C322Post_000090,"Everything we have, we took from someone else."
,C322Post_000100,"And one day, someone’ll come along and take it from us."
,C322Post_000110,That’s the fucking truth of the world.
Stop Sound,,"scene_devastation, 5"
Thomas Grail,C322Post_000120,…
David Guerrero,C322Post_000130,…
Thomas Grail,C322Post_000140,I wish I had a cigarette.
,,
Begin Scene,,C323Pre
Play Sound,,"scene_motivation, loop, 2"
Play Sound,,"helicopter_loop, loop, 2"
Benjamin Dancer,C323Pre_000000,The history of the 10th Cavalry Regiment is filled with honor and sacrifice.
,C323Pre_000010,We go in where other forces wouldn’t dare to tread.
,C323Pre_000020,We stare into the face of the impossible and tell the impossible to go fuck itself.
,C323Pre_000030,Today… today’s going to be another glory-filled day in the history of the Cav Scouts.
,C323Pre_000040,The history books will remember our bravery and our valor.
,C323Pre_000050,"Ready to earn those spurs, trooper?"
Jerome Sand,C323Pre_000060,"Sir, yes sir!"
,,
Begin Scene,,C323Post
Play Sound,,"scene_devastation, loop, 2"
Play Sound,,"jeep_loop, loop, 2"
Jerome Sand (Wounded),C323Post_000000,Ugh… I’m thirsty…
Benjamin Dancer,C323Post_000010,"Now you hang in there, trooper, you hear me?"
,C323Post_000020,We’re getting you out ASAP.
Jerome Sand (Wounded),C323Post_000030,I’m thirsty…
Benjamin Dancer,C323Post_000040,"We’re gonna go back through the gate right now, you hear?"
,C323Post_000050,It’s all the nice clean water you can drink on the other side.
Jerome Sand (Wounded),C323Post_000060,Urgh…
Benjamin Dancer,C323Post_000070,"Big lakes of fresh water, the prettiest you ever saw."
,C323Post_000080,"That’s right, trooper, it’s gonna be alright."
,C323Post_000090,It’s all gonna be alright.
,,
Begin Scene,,C331Pre
Play Sound,,"plane_loop, loop, 2"
Play Sound,,"distant_thunder, loop, 2"
Play Sound,,"scene_urgency, loop, 2"
Thomas Alvarez,C331Pre_000000,"Gentlemen, the message from command is clear…"
,C331Pre_000010,America is facing the greatest threat to its existence in history.
,C331Pre_000020,Our mission is to secure vital assets that will ensure this threat is neutralized.
,C331Pre_000030,We’re gonna make it so these ugly-ass bastards can never fuck with us again.
Paul DeMarco,C331Pre_000040,"Ready to give these pieces of shit the hell they deserve, sir."
Harry Blasco,C331Pre_000050,Hell yeah.
Ted Slutske,C331Pre_000060,Let’s fucking do this!
,,
Begin Scene,,C331Post
Play Sound,,"distant_battle, loop, 2"
Play Sound,,"rain_loop, loop, 2"
Play Sound,,"scene_omen, loop, 2"
Propaganda Announcer,C331Post_000000,A message to the soldiers from the other side of the gate.
,C331Post_000010,Look around.
,C331Post_000020,You’ll see there’s nothing for you here.
,C331Post_000030,Lay down your weapons. 
,C331Post_000040,Surrender and we’ll return you to your world. 
,C331Post_000050,"Why die here, so far from home?"
,C331Post_000060,"You’re fighting for no reason, no point."
Ted Slutske,C331Post_000070,Get a load of this bullshit.
,C331Post_000080,They really expect us to believe them?
Paul DeMarco,C331Post_000090,They attack us and then whine about it?
,C331Post_000100,It’s just making me want to kill them more.
Harry Blasco,C331Post_000110,Hell yeah.
,C331Post_000120,They should answer for what they’ve done.
Thomas Alvarez,C331Post_000130,Don’t let it distract you.
Paul DeMarco,C331Post_000140,"I’m not distracted, sir, just fucking mad."
Thomas Alvarez,C331Post_000150,"Well, the U.S. Army’s got no problem with that."
,,
Begin Scene,,C332Post
Play Sound,,"rain_loop, loop, 2"
Play Sound,,"tank_loop, loop, 2"
Play Sound,,"jeep_loop, loop, 2"
Thomas Alvarez,C332Post_000000,Stay glued to those trucks.
,C332Post_000010,We need everyone in there alive.
Paul DeMarco,C332Post_000020,Alive? Who are these guys?
Thomas Alvarez,C332Post_000030,People who know how to make the gates…
,C332Post_000040,And how to use them.
Paul DeMarco,C332Post_000050,Well we better be dumping ‘em back here once we’re done with them.
Ted Slutske,C332Post_000060,I don’t think they’re coming over just to be interrogated.
,C332Post_000070,Look. Some of them have their families with them.
Paul DeMarco,C332Post_000080,"Ah, shit."
,C332Post_000090,Well I better not have to talk to any of them.
,C332Post_000100,Don’t think I could stop my fist from lodging in their jaws…
Harry Blasco,C332Post_000110,"Ha, yeah. Bam!"
,,
Begin Scene,,C333Post
Play Sound,,"scene_devastation, loop, 2"
Thomas Alvarez,C333Post_000000,Looks like they’re shipping out now.
Play Sound,,"jeep_exit, 0, .1"
Play Animation Delay,,"1, 32"
Delay,,1
Play Animation Delay,,"32, 40"
Play Sound,,"wheel_heavy, 0, 1"
Delay,,1
Play Animation Delay,,"41, 71"
Doppelganger,C333Post_000010,…
Paul DeMarco,C333Post_000020,…
Ted Slutske,C333Post_000030,"Hey, DeMarco. That guy…"
Doppelganger,C333Post_000040,…
Paul DeMarco,C333Post_000050,…
Harry Blasco,C333Post_000060,Nah. That guy’s important.
,C333Post_000070,Not like DeMarco here.
Doppelganger,C333Post_000080,…
Paul DeMarco,C333Post_000090,…
Play Animation Delay,,"72, 80"
Delay,,0.5
Play Animation,,"81, 117"
Play Sound,,wheel_light
Delay,,0.5
,C333Post_000100,Fucker.
,C333Post_000110,Motherfucker.
,,
Begin Scene,,C341Pre
Play Sound,,"scene_urgency, loop, 2"
John Taber,C341Pre_000000,"Well, this is it. This is the final push."
,C341Pre_000010,We clear a path for the boys from the Big Red One…
,C341Pre_000020,Their ADM teams go in and destroy the gate generators.
Lou Rapp,C341Pre_000030,"Nukes, sir?"
John Taber,C341Pre_000040,That’s right.
,C341Pre_000050,Can’t leave anything to chance.
Lou Rapp,C341Pre_000060,And the engineers?
John Taber,C341Pre_000070,We’ll remember them as heroes.
Lou Rapp,C341Pre_000080,Yes sir.
,,
Begin Scene,,C341Post
Play Sound,,"scene_devastation, loop, 2"
Play Sound,,"rain_loop, loop, 2"
Play Sound,,"distant_thunder, loop, 2"
Nathan Trucks,C341Post_000000,Fuckers! All of ’em.
,C341Post_000010,"All of you, too."
,C341Post_000020,You’re all cowards and pieces of shit.
Cliff Wells,C341Post_000030,"Easy there, boss."
Nathan Trucks,C341Post_000040,I enlisted again because I couldn’t fucking stand civilians.
,C341Post_000050,Turns out you’re all just as bad.
Thomas Grail,C341Post_000060,What the fuck’s going on with Trucks?
Nathan Trucks,C341Post_000070,You don’t get it! None of you fucking get it!
David Guerrero,C341Post_000080,We don’t have time for this.
,C341Post_000090,I’m calling the commander.
,,
Begin Scene,,C342Post
Play Sound,,"rain_loop, loop, 2"
Play Sound,,"distant_thunder, loop, 2"
David Guerrero,C342Post_000000,…
,C342Post_000010,Anyone see where Trucks went?
,C342Post_000020,…
,C342Post_000030,Fuck.
Cliff Wells,C342Post_000040,"Woah, woah… what’s that I heard just now?"
Thomas Grail,C342Post_000050,Sounds like Specialist Guerrero’s finally lost his cool.
David Guerrero,C342Post_000060,"God dammit, I don’t wanna die out here."
,C342Post_000070,"Fuck, man!"
Thomas Grail,C342Post_000080,That’s twice now with the F-word.
Cliff Wells,C342Post_000090,Blasphemy too.
,C342Post_000100,Watch yourself next time you’re in church…
David Guerrero,C342Post_000110,Fuck you guys.
Thomas Grail,C342Post_000120,Three! That’s the spirit.
Cliff Wells,C342Post_000130,"Yeah, man, keep it up!"
,C342Post_000140,Be all that you can be.
,,
Begin Scene,,C343Post
Delay,,0.01
Play Sound,,jeep_enter
Play Animation Delay,,"1, 39"
Lou Rapp,C343Post_000000,Load up! We’re pulling out.
,C343Post_000010,The demolition teams are in place.
,C343Post_000020,We need to get as far away from them as possible ASAP.
Play Sound,,jeep_exit
Play Animation Delay,,"40, 65"
Play Sound,,"killing_time, loop, 2"
Thomas Grail,C343Post_000030,Cool. So… we’re going home?
Cliff Wells,C343Post_000040,Sure looks like it.
David Guerrero,C343Post_000050,I’ll believe it when I’m there.
Thomas Grail,C343Post_000060,Miss seeing trees and grass.
,C343Post_000070,"Hell, I even miss regular brown dirt."
Cliff Wells,C343Post_000080,"Good news, you can eat as much dirt as you want when we’re back."
Thomas Grail,C343Post_000090,"Hey, Wells?"
Cliff Wells,C343Post_000100,"What is it, Grail?"
Thomas Grail,C343Post_000110,"Eat shit, okay?"
,,
Begin Scene,,C351Post
Play Sound,,"rain_loop, loop, 2"
Play Sound,,"killing_time, loop, 2"
Cliff Wells (Final),C351Post_000000,Man. I better be promoted soon.
,C351Post_000010,After all that shit…
Thomas Grail (Final),C351Post_000020,I just wanna know why we have to be disinfected every time we patrol the perimeter.
David Guerrero (Final),C351Post_000030,They don’t know if being close exposes us to something…
,C351Post_000040,It’s natural they’d want to keep an eye on us.
Thomas Grail (Final),C351Post_000050,Oh… alien cooties. Got it.
Cliff Wells (Final),C351Post_000060,You know what’s weird?
,C351Post_000070,That Trucks is gone.
Thomas Grail (Final),C351Post_000080,That’s not weird. He had a death wish from day one.
,C351Post_000090,He got what he wanted.
Cliff Wells (Final),C351Post_000100,I keep thinking I see him here on base…
,C351Post_000110,Then I look closer and it’s some other guy.
,C351Post_000120,"It’s fucked up, ‘cause I don’t miss him."
David Guerrero (Final),C351Post_000130,"He’s lucky, in a way."
,C351Post_000140,I’d rather be MIA than stuck on patrol around the gate for the rest of my life.
Thomas Grail (Final),C351Post_000150,I don't know. Maybe it means he lives on inside you.
,C351Post_000160,"We’ll always have these memories, you know…"
,C351Post_000170,And no one can take ‘em from us.
Cliff Wells (Final),C351Post_000180,"It don’t mean shit, Grail."
,C351Post_000190,It don’t mean shit.
Stop Sound,,"rain_loop, 3"
Stop Sound,,"killing_time, 3"
Begin Credits,,
Play Sound,,"tv_loop, loop, 2"
Play Sound,,"distant_thunder, loop, 2"
Play Sound,,"scene_omen, loop, 2"
President Reagan,Credits_000000,My fellow Americans:
Delay,,0.5
,Credits_000010,Several weeks ago we were taken by surprise by the appearance of several “dark zones” in the central regions of the United States.
Delay,,0.5
,Credits_000020,"Investigating these regions, we encountered an unknown military force that bore a striking resemblance to our own."
Delay,,0.5
,Credits_000030,"These forces were actively hostile, and immediately captured large portions of land inside Illinois and Wisconsin."
Delay,,0.5
,Credits_000040,"After the eruption of violence, we were able to establish diplomatic channels with representatives of these people,"
,Credits_000045,which initial reports erroneously described as originating from the Soviet Union.
Delay,,0.5
,Credits_000050,"They are not Soviet, or even Russian, but make no mistake:"
Delay,,0.5
,Credits_000060,"Though these forces claimed to be from a world similar to our own, they are assuredly not Americans."
Delay,,0.5
,Credits_000070,"Though they initially claimed their world was dying due to a changing orbit,"
,Credits_000075,we soon learned the real reason behind their aggressive and unfounded action.
Delay,,0.5
,Credits_000080,They attacked us because their world was ravaged by a type of organism so aggressive and virulent...
,Credits_000090,"that it must never be allowed on American soil. Not now, and not ever."
Delay,,0.5
,Credits_000100,"After recognizing the grave threat that this alien organism posed to our Nation,"
,Credits_000105,the Joint Chiefs of Staff and I worked to create a plan to protect the country from this new and heretofore unknown danger.
Delay,,0.5
,Credits_000110,We had little time and knew that complete secrecy was vital...
,Credits_000115,to ensure both the safety of the young men who would undertake this mission and the Americans they were about to protect.
Delay,,0.5
,Credits_000120,"One week ago today, at thirty-five minutes past seven, Central Time,"
,Credits_000125,a large contingent of US military forces entered the dark zones and crossed the quantum gates located inside.
Delay,,0.5
,Credits_000130,Our troops fought hard to establish a foothold in this strange and unforgiving land.
Delay,,0.5
,Credits_000140,"A few days later, engineers from the 1st Army Corps of Engineers placed nuclear charges near the gate generators..."
,Credits_000145,"and destroyed them irrevocably, sealing that worlds’ fate— and, sadly, their own."
Delay,,0.5
,Credits_000150,"I believe those engineers and all those who supported their mission, living and dead, "
,Credits_000155,have lived up to the very best ideals of what it means to be American.
Delay,,0.5
,Credits_000160,"Now we must remain vigilant. In addition to patrols along the perimeter of the former dark zones,"
,Credits_000170,we also have begun an urgent research and development effort to understand exactly what happened and why.
Delay,,0.5
,Credits_000180,"There is no guarantee a similar event couldn’t happen in the future, and, as Vice President Bush has so astutely noted,"
,Credits_000185,no guarantee that there aren’t thousands of even millions of other worlds out there looking toward ours as a target for conquest.
Delay,,0.5
,Credits_000190,"I will not ask you to pray for the dead, because they’re safe in God's loving arms and beyond need of our prayers."
Delay,,0.5
,Credits_000200,"I would like to ask you all, wherever you may be in this blessed land, to pray for the young men wounded in this action,"
,Credits_000205,and to pray for the bereaved families of those who gave their lives to protect this great Nation.
Delay,,0.5
,Credits_000210,"God bless you, and God bless America."
End Credits,,
,,
Begin Scene,,Solitaire1
Play Sound,,"killing_time, loop, 2"
Thomas Grail,Solitaire1_000000,Whatcha doing?
Cliff Wells,Solitaire1_000010,What’s it look like?
Thomas Grail,Solitaire1_000020,"Don’t know, that’s why I asked."
Cliff Wells,Solitaire1_000030,How ‘bout you give it a try.
,Solitaire1_000040,See if you can get sixty-one points off this deal.
,Solitaire1_000050,Bet you a peanut butter packet.
Thomas Grail,Solitaire1_000060,Don’t want a peanut butter packet.
Cliff Wells,Solitaire1_000070,You put together hands from playable cards.
Play Animation,,"2, 2"
,Solitaire1_000080,You get points for a total of fifteen or thirty-one.
Play Animation,,"3, 3"
,Solitaire1_000090,A Jack if you pick it first…
Play Animation,,"4, 4"
,Solitaire1_000100,Straights are good.
Play Animation,,"5, 5"
,Solitaire1_000105,"Two, three, or four of a kind— even better."
Play Animation,,"1, 1"
Thomas Grail,Solitaire1_000110,I’m not gonna remember all this.
Cliff Wells,Solitaire1_000120,It’s written down over here.
,Solitaire1_000130,Just try it.
Thomas Grail,Solitaire1_000140,Fine…
,,
Begin Scene,,Solitaire2
Play Sound,,"killing_time, loop, 2"
Cliff Wells,Solitaire2_000000,You gotta think about how you put those hands together.
Thomas Grail,Solitaire2_000010,"Yeah, yeah, yeah, I get it…"
Cliff Wells,Solitaire2_000020,You sure about that?
Thomas Grail,Solitaire2_000030,"I did okay, didn’t I?"
Cliff Wells,Solitaire2_000040,Sure. Just remember to look ahead… you wanna be aware of what cards are coming next.
,Solitaire2_000050,And don’t be afraid to do a little math.
Thomas Grail,Solitaire2_000060,"What, do I look like I’m afraid to do a little math?"
Cliff Wells,Solitaire2_000070,"Kinda, yeah…"
